11310,300,62,64,can,a_n,0,0,0,0,0,50,50,127,0,0
11610,60,62,64,-,n ?,0,0,0,0,0,50,50,127,0,0
11670,120,48,64,-,ts_h,0,0,0,0,0,50,50,127,0,0
11790,420,67,64,can,a_n,0,0,0,0,0,50,50,127,0,0
12210,60,67,64,-,z`,0,0,0,0,0,50,50,127,0,0
12270,1290,64,64,ru,u,0,0,0,0,0,50,50,127,0,0
13560,30,64,64,-,u,0,0,0,0,0,50,50,127,0,0
13590,120,44,64,-,s\,0,0,0,0,0,50,50,127,0,0
13710,120,62,64,xing,iN,0,0,0,0,0,50,50,127,0,0
13830,30,62,64,a,-,0,0,0,0,0,50,50,127,0,0
13860,90,69,64,-,x,0,0,0,0,0,50,50,127,0,0
13950,120,64,64,huo,uo,0,0,0,0,0,50,50,127,0,0
14070,1020,64,64,-,o,0,0,0,0,0,50,50,127,0,0
15090,60,64,64,-,o,0,0,0,0,0,50,50,127,0,0
15150,30,41,64,a,x,0,0,0,0,0,50,50,127,0,0
15390,180,52,64,zong,ts UN,0,0,0,0,0,50,50,127,0,0
15570,60,52,64,-,n s`,0,0,0,0,0,50,50,127,0,0
15630,180,57,64,shi,i`,0,0,0,0,0,50,50,127,0,0
15810,30,57,64,-,-,0,0,0,0,0,50,50,127,0,0
15840,30,57,64,-,u,0,0,0,0,0,50,50,127,0,0
15870,90,62,64,wo,uo,0,0,0,0,0,50,50,127,0,0
15960,30,62,64,-,o,0,0,0,0,0,50,50,127,0,0
15990,120,43,64,-,s`,0,0,0,0,0,50,50,127,0,0
16110,60,64,64,shuang,uo,0,0,0,0,0,50,50,127,0,0
16170,360,64,64,-,AN,0,0,0,0,0,50,50,127,0,0
16530,30,64,64,-,n ?,0,0,0,0,0,50,50,127,0,0
16560,30,64,64,-,ts`,0,0,0,0,0,50,50,127,0,0
16590,240,62,64,zhang,AN,0,0,0,0,0,50,50,127,0,0
16830,330,57,64,yi,i,0,0,0,0,0,50,50,127,0,0
17160,30,57,64,-,i,0,0,0,0,0,50,50,127,0,0
17190,120,46,64,-,t_h,0,0,0,0,0,50,50,127,0,0
17310,89,62,64,tian,iE_r,0,0,0,0,0,50,50,127,0,0
17399,271,62,64,-,@_n,0,0,0,0,0,50,50,127,0,0
17670,30,62,64,a,n ?,0,0,0,0,0,50,50,127,0,0
17700,90,47,64,-,ts_h,0,0,0,0,0,50,50,127,0,0
17790,360,64,64,cang,AN,0,0,0,0,0,50,50,127,0,0
18150,60,64,64,-,-,0,0,0,0,0,50,50,127,0,0
18210,60,64,64,-,l,0,0,0,0,0,50,50,127,0,0
18270,180,62,64,long,UN,0,0,0,0,0,50,50,127,0,0
18450,60,62,64,-,n f,0,0,0,0,0,50,50,127,0,0
18510,120,67,64,fu,u,0,0,0,0,0,50,50,127,0,0
18630,30,67,64,a,u,0,0,0,0,0,50,50,127,0,0
18660,90,50,64,-,x,0,0,0,0,0,50,50,127,0,0
18750,420,64,64,huo,uo,0,0,0,0,0,50,50,127,0,0
19170,60,64,64,-,o,0,0,0,0,0,50,50,127,0,0
19230,30,49,64,a,x,0,0,0,0,0,50,50,127,0,0
19380,90,47,64,a,n,0,0,0,0,0,50,50,127,0,0
19470,193,59,64,nai,a,0,0,0,0,0,50,50,127,0,0
19663,16,59,64,-,i,0,0,0,0,0,50,50,127,0,0
19680,30,59,64,-,x,0,0,0,0,0,50,50,127,0,0
19710,90,60,64,he,7,0,0,0,0,0,50,50,127,0,0
19800,30,60,64,-,7,0,0,0,0,0,50,50,127,0,0
19830,120,49,64,xi,s\,0,0,0,0,0,50,50,127,0,0
19950,420,62,64,jiang,iAN,0,0,0,0,0,50,50,127,0,0
20370,60,62,64,-,n p,0,0,0,0,0,50,50,127,0,0
20430,180,60,64,bu,u,0,0,0,0,0,50,50,127,0,0
20610,60,60,64,-,u ts`,0,0,0,0,0,50,50,127,0,0
20670,330,55,64,zhu,u,0,0,0,0,0,50,50,127,0,0
21000,150,55,64,-,-,0,0,0,0,0,50,50,127,0,0
21150,360,60,64,zhe,ts` 7,0,0,0,0,0,50,50,127,0,0
21510,60,60,64,-,7,0,0,0,0,0,50,50,127,0,0
21570,60,48,64,-,z`,0,0,0,0,0,50,50,127,0,0
21630,150,59,64,ren,@_n,0,0,0,0,0,50,50,127,0,0
21780,270,59,64,-,-,0,0,0,0,0,50,50,127,0,0
22050,60,59,64,-,s\,0,0,0,0,0,50,50,127,0,0
22110,180,60,64,xin,i_n,0,0,0,0,0,50,50,127,0,0
22290,30,60,64,a,-,0,0,0,0,0,50,50,127,0,0
22320,30,60,64,-,z`,0,0,0,0,0,50,50,127,0,0
22350,120,59,64,ru,u,0,0,0,0,0,50,50,127,0,0
22470,60,59,64,-,u,0,0,0,0,0,50,50,127,0,0
22530,60,46,64,-,m,0,0,0,0,0,50,50,127,0,0
22590,150,57,64,mo,o,0,0,0,0,0,50,50,127,0,0
22740,300,57,64,-,o,0,0,0,0,0,50,50,127,0,0
23040,30,57,64,-,o Asp,0,0,0,0,0,50,50,127,0,0
23310,90,60,64,suo,s uo,0,0,0,0,0,50,50,127,0,0
23400,90,60,64,-,o,0,0,0,0,0,50,50,127,0,0
23490,30,60,64,-,o,0,0,0,0,0,50,50,127,0,0
23520,30,60,64,-,u,0,0,0,0,0,50,50,127,0,0
23550,52,62,64,wei,uo,0,0,0,0,0,50,50,127,0,0
23602,22,62,64,-,o,0,0,0,0,0,50,50,127,0,0
23625,45,62,64,-,ei -,0,0,0,0,0,50,50,127,0,0
23670,30,62,64,-,i,0,0,0,0,0,50,50,127,0,0
23700,90,47,64,-,t_h,0,0,0,0,0,50,50,127,0,0
23790,89,64,64,tian,iE_r,0,0,0,0,0,50,50,127,0,0
23879,331,64,64,-,@_n,0,0,0,0,0,50,50,127,0,0
24210,60,64,64,-,s\,0,0,0,0,0,50,50,127,0,0
24270,120,62,64,xia,ia,0,0,0,0,0,50,50,127,0,0
24390,120,62,64,-,a,0,0,0,0,0,50,50,127,0,0
24510,390,57,64,di,t i,0,0,0,0,0,50,50,127,0,0
24900,60,57,64,-,-,0,0,0,0,0,50,50,127,0,0
24960,30,45,64,-,i,0,0,0,0,0,50,50,127,0,0
24990,390,60,64,yi,i,0,0,0,0,0,50,50,127,0,0
25380,30,60,64,-,i,0,0,0,0,0,50,50,127,0,0
25410,60,47,64,-,ts,0,0,0,0,0,50,50,127,0,0
25470,450,59,64,zen,@_n,0,0,0,0,0,50,50,127,0,0
25920,30,59,64,-,i,0,0,0,0,0,50,50,127,0,0
25950,69,59,64,you,iE_r,0,0,0,0,0,50,50,127,0,0
26019,148,59,64,-,@U,0,0,0,0,0,50,50,127,0,0
26168,21,59,64,-,u,0,0,0,0,0,50,50,127,0,0
26190,60,60,64,wo,uo,0,0,0,0,0,50,50,127,0,0
26250,180,60,64,-,o,0,0,0,0,0,50,50,127,0,0
26430,240,60,64,tian,t_h iE_n,0,0,0,0,0,50,50,127,0,0
26670,334,62,64,gao,k a AU,0,0,0,0,0,50,50,127,0,0
27004,25,62,64,-,u,0,0,0,0,0,50,50,127,0,0
27030,120,48,64,-,x,0,0,0,0,0,50,50,127,0,0
27150,331,64,64,hai,a,0,0,0,0,0,50,50,127,0,0
27481,28,64,64,-,i,0,0,0,0,0,50,50,127,0,0
27510,120,43,64,-,k_h,0,0,0,0,0,50,50,127,0,0
27630,240,69,64,kuo,uo,0,0,0,0,0,50,50,127,0,0
27870,1140,69,64,-,o,0,0,0,0,0,50,50,127,0,0
29010,60,69,64,-,o,0,0,0,0,0,50,50,127,0,0
29070,60,49,64,a,x,0,0,0,0,0,50,50,127,0,0
